1.418,0.485,2.885,0.629,3.0
1.409,0.486,2.879,0.575,3.0
1.399,0.485,2.876,0.578,3.0
1.390,0.486,2.871,0.650,3.0
1.380,0.487,2.862,0.658,3.0
1.370,0.489,2.857,0.666,3.0
1.361,0.491,2.852,0.674,3.0
1.354,0.494,2.849,0.683,3.0
1.344,0.496,2.843,0.692,2.0
1.330,0.498,2.836,0.701,2.0
1.320,0.499,2.830,0.710,2.0
1.310,0.501,2.824,0.719,2.0
1.298,0.504,2.816,0.730,2.0
1.285,0.507,2.810,0.742,2.0
1.271,0.511,2.800,0.756,2.0
1.256,0.515,2.789,0.771,2.0
1.239,0.520,2.777,0.787,2.0
1.223,0.525,2.766,0.807,2.0
1.206,0.530,2.753,0.611,2.0
1.188,0.535,2.741,0.621,2.0
1.170,0.541,2.727,0.859,2.0
1.152,0.548,2.713,0.878,2.0
1.133,0.554,2.699,0.897,2.0
1.114,0.560,2.685,0.917,2.0
1.094,0.567,2.671,0.937,2.0
1.075,0.573,2.656,0.956,2.0
1.056,0.580,2.643,0.975,2.0
1.037,0.586,2.629,0.994,2.0
1.019,0.593,2.612,1.013,2.0
1.001,0.599,2.599,1.031,2.0
0.983,0.606,2.586,1.052,2.0
0.966,0.612,2.573,1.071,2.0
0.948,0.619,2.561,1.088,2.0
0.931,0.625,2.548,1.106,2.0
0.914,0.632,2.536,1.123,2.0
0.898,0.638,2.524,1.137,4.0
0.881,0.645,2.511,1.155,4.0
0.864,0.652,2.499,1.172,4.0
0.847,0.658,2.487,1.193,4.0
0.830,0.660,2.475,1.211,4.0
0.815,0.662,2.464,1.226,4.0
0.801,0.667,2.454,1.241,4.0
0.792,0.670,2.450,1.249,4.0
0.792,0.665,2.452,1.248,4.0
0.795,0.666,2.469,1.241,4.0
0.796,0.665,2.491,1.239,4.0
0.796,0.665,2.495,1.239,4.0
0.796,0.665,2.484,1.240,4.0
0.799,0.664,2.478,1.239,4.0
0.799,0.664,2.463,1.239,4.0
0.798,0.664,2.467,1.239,4.0
0.799,0.664,2.464,1.239,4.0
0.798,0.663,2.469,1.242,4.0
0.797,0.666,2.741,0.719,4.0
0.792,0.671,1.354,0.717,4.0
0.791,0.684,1.353,0.714,4.0
0.790,0.674,1.353,0.733,4.0
0.789,0.660,2.749,0.732,4.0
0.788,0.660,2.747,0.805,4.0
0.787,0.659,2.749,0.696,4.0
0.786,0.661,2.748,0.689,4.0
0.785,0.665,1.353,0.766,4.0
0.788,0.717,1.346,0.740,4.0
0.787,0.833,1.346,0.677,4.0
0.790,0.779,1.345,0.670,4.0
0.814,0.668,1.342,0.667,4.0
0.807,0.809,1.342,0.661,4.0
0.786,0.805,1.340,0.659,4.0
0.785,0.804,1.347,0.647,4.0
0.787,0.854,1.303,0.647,4.0
0.791,0.800,1.353,0.646,4.0
0.794,0.786,1.347,0.639,4.0
0.814,0.780,1.345,0.636,4.0
0.880,0.776,1.346,0.632,4.0
1.593,0.774,1.347,0.627,2.0
1.593,0.770,1.349,0.626,2.0
1.593,0.765,1.351,0.625,2.0
1.593,0.765,1.353,0.624,2.0
1.592,0.763,1.355,0.625,2.0
1.591,0.763,1.355,0.627,2.0
1.590,0.763,1.351,0.628,2.0
1.588,0.763,1.352,0.630,2.0
1.586,0.758,1.357,0.634,2.0
1.576,0.759,1.356,0.641,2.0
1.566,0.753,1.362,0.650,2.0
1.555,0.751,1.367,0.662,2.0
0.932,0.745,1.373,0.675,2.0
1.525,0.739,1.379,0.689,2.0
1.508,0.733,1.385,0.705,2.0
1.494,0.727,1.391,0.722,2.0
1.473,0.721,1.397,0.739,2.0
1.454,0.715,1.403,0.757,2.0
1.438,0.707,1.409,0.776,2.0
1.419,0.700,1.415,0.795,2.0
1.399,0.694,1.425,0.814,2.0
1.379,0.690,1.432,0.834,2.0
1.358,0.683,1.438,0.854,2.0
1.338,0.673,1.445,0.874,2.0
1.317,0.666,1.453,0.895,2.0
0.891,0.663,1.464,0.915,4.0
1.276,0.652,1.472,0.936,2.0
1.255,0.645,1.526,0.956,2.0
1.233,0.638,1.538,0.976,2.0
1.212,0.627,1.547,0.996,2.0
1.193,0.623,1.555,1.015,2.0
1.174,0.613,1.561,1.034,2.0
1.156,0.607,1.573,1.052,2.0
1.138,0.600,1.584,1.070,2.0
1.121,0.594,3.117,1.087,2.0
1.105,0.588,3.114,1.103,2.0
1.089,0.582,1.610,1.119,2.0
1.074,0.576,2.367,1.135,2.0
1.058,0.570,3.133,1.150,2.0
1.043,0.564,2.369,1.166,2.0
1.026,0.562,3.141,1.183,2.0
1.009,0.555,3.158,1.200,2.0
0.989,0.549,2.400,1.218,2.0
0.733,0.539,2.399,1.236,4.0
0.711,0.540,3.166,1.255,4.0
0.679,0.530,3.176,1.272,4.0
0.658,0.521,3.199,1.291,4.0
0.650,0.515,3.185,1.309,4.0
0.644,0.509,3.191,1.325,4.0
0.639,0.504,3.194,1.340,4.0
0.860,0.504,3.201,1.348,4.0
0.859,0.496,3.203,1.351,4.0
0.861,0.491,2.430,1.349,4.0
0.865,0.491,3.208,1.345,4.0
0.865,0.491,3.208,1.345,4.0
0.865,0.490,2.425,1.345,4.0
0.865,0.490,3.206,1.345,4.0
0.865,0.489,3.207,1.345,4.0
0.865,0.488,3.207,1.347,4.0
0.868,0.487,3.205,1.344,4.0
0.867,0.486,3.205,1.343,4.0
0.870,0.485,3.206,1.343,4.0
0.869,0.485,3.206,1.343,4.0
0.740,0.484,3.206,1.343,4.0
0.740,0.483,3.207,1.342,4.0
0.861,0.482,3.208,1.341,4.0
0.859,0.480,3.209,1.341,4.0
0.857,0.478,1.811,1.341,4.0
0.853,0.477,1.794,1.341,4.0
0.850,0.475,2.277,1.342,4.0
0.852,0.474,3.218,1.341,4.0
0.852,0.472,1.924,1.348,4.0
0.851,0.470,1.923,1.345,4.0
0.854,0.467,1.921,1.345,4.0
0.857,0.465,1.921,1.088,4.0
0.873,0.462,1.826,1.085,4.0
1.491,0.460,1.768,1.080,3.0
1.202,0.458,1.763,1.073,3.0
1.201,0.456,1.829,1.040,3.0
1.200,0.455,1.926,1.033,3.0
1.198,0.454,1.836,1.033,3.0
1.198,0.455,1.924,1.034,3.0
1.198,0.455,1.835,1.035,3.0
1.197,0.456,1.835,1.039,3.0
1.198,0.456,1.926,1.042,3.0
1.191,0.457,1.928,1.043,3.0
1.186,0.458,1.898,0.553,3.0
1.567,0.459,1.820,0.554,3.0
1.208,0.461,1.783,1.006,3.0
1.553,0.462,1.839,1.013,3.0
1.191,0.464,1.840,1.021,3.0
1.535,0.465,1.805,0.916,3.0
1.528,0.466,1.802,0.921,3.0
1.519,0.468,1.785,0.929,3.0
1.512,0.470,1.782,0.938,3.0
1.416,0.471,1.775,0.946,3.0
1.522,0.473,1.521,0.954,3.0
1.475,0.476,1.482,0.963,3.0
1.487,0.478,1.530,0.971,3.0
1.473,0.480,1.485,1.000,3.0
1.472,0.483,1.468,1.006,3.0
1.459,0.486,1.461,1.012,3.0
1.462,0.489,1.451,1.021,3.0
1.340,0.491,1.441,1.243,3.0
1.335,0.494,1.440,1.252,3.0
1.421,0.497,1.428,0.828,2.0
1.421,0.500,1.426,0.840,2.0
1.414,0.504,1.506,0.849,2.0
1.404,0.507,1.429,1.289,2.0
1.393,0.511,1.421,1.297,2.0
1.381,0.515,1.420,1.312,2.0
1.368,0.520,1.472,1.326,2.0
1.353,0.526,1.579,0.903,2.0
1.309,0.531,1.581,1.291,2.0
1.293,0.538,1.415,0.934,2.0
1.273,0.545,1.608,0.935,2.0
1.287,0.551,1.507,0.955,2.0
1.269,0.559,1.503,0.976,2.0
1.220,0.566,1.625,1.007,2.0
1.202,0.574,1.622,1.025,2.0
1.183,0.581,1.577,1.482,2.0
1.165,0.589,1.526,1.502,2.0
1.143,0.597,1.560,1.525,2.0
1.128,0.604,1.527,1.544,2.0
1.106,0.612,1.535,0.951,2.0
1.090,0.619,1.544,0.976,2.0
1.068,0.627,1.557,0.997,2.0
1.049,0.635,1.766,1.622,2.0
1.030,0.642,1.786,1.642,2.0
1.012,0.650,1.884,1.567,2.0
0.994,0.657,1.611,1.575,2.0
0.975,0.664,2.005,1.602,2.0
0.957,0.672,1.655,1.545,2.0
0.942,0.679,2.099,1.645,2.0
1.173,0.686,3.014,1.585,2.0
1.160,0.695,3.007,1.685,2.0
1.148,0.702,2.195,1.621,2.0
1.139,0.707,2.198,1.824,2.0
1.128,0.702,2.294,1.571,2.0
1.126,0.704,2.274,1.594,2.0
1.473,0.710,2.283,1.269,2.0
1.454,0.713,2.286,1.287,2.0
1.434,0.719,2.956,1.734,2.0
1.412,0.726,2.949,1.732,2.0
1.063,0.733,2.192,1.751,2.0
1.050,0.741,2.308,1.749,2.0
1.040,0.748,2.928,1.765,2.0
1.030,0.756,2.303,1.273,2.0
1.021,0.763,2.318,1.291,2.0
1.011,0.771,2.323,1.827,2.0
0.642,0.778,2.331,1.846,4.0
0.622,0.786,2.343,1.869,4.0
0.606,0.793,2.006,1.885,4.0
0.589,0.801,2.014,1.908,4.0
0.574,0.805,2.367,1.930,4.0
0.559,0.807,2.375,1.951,4.0
0.547,0.797,2.860,1.398,4.0
0.541,0.786,2.373,1.919,4.0
0.549,0.784,2.370,1.930,4.0
0.983,0.780,2.373,1.701,2.0
0.984,0.780,2.372,1.700,2.0
0.983,0.780,2.378,1.602,2.0
0.983,0.780,2.381,1.701,2.0
0.981,0.780,2.387,1.703,2.0
0.980,0.780,2.391,1.606,2.0
0.979,0.779,2.388,1.610,2.0
0.978,0.779,2.385,1.614,2.0
0.978,0.779,2.388,1.704,2.0
0.977,0.779,2.388,1.708,2.0
0.976,0.778,2.392,1.709,2.0
0.974,0.778,2.392,1.710,2.0
0.972,0.777,2.391,1.616,2.0
0.968,0.777,2.390,1.624,2.0
0.961,0.776,2.393,1.628,2.0
0.952,0.775,2.387,1.642,2.0
0.937,0.773,2.392,2.247,2.0
0.924,0.775,2.398,1.669,2.0
0.910,0.774,2.402,1.685,2.0
0.895,0.773,2.411,1.679,4.0
0.880,0.779,2.418,2.315,4.0
0.864,0.779,2.428,1.758,4.0
0.847,0.779,2.104,2.351,4.0
0.832,0.778,2.798,5.000,4.0
0.817,0.775,2.120,5.000,4.0
0.804,0.771,2.784,5.000,4.0
0.793,0.771,2.779,1.272,4.0
0.792,0.769,2.479,1.272,4.0
0.789,0.768,2.783,1.272,4.0
0.791,0.767,2.785,1.283,4.0
0.792,0.766,2.786,1.278,4.0
0.792,0.766,2.787,1.277,4.0
0.792,0.765,2.787,1.593,4.0
0.791,0.765,2.787,1.278,4.0
0.790,0.764,2.788,1.596,4.0
0.791,0.766,2.789,1.599,4.0
0.790,0.766,2.789,5.000,4.0
0.790,0.769,2.789,1.172,4.0
0.789,0.872,2.217,1.169,4.0
0.789,0.870,2.211,1.172,4.0
0.789,0.865,2.189,1.141,4.0
0.788,0.772,2.185,5.000,4.0
0.787,0.759,2.194,5.000,4.0
0.786,0.753,2.140,4.301,4.0
0.785,0.751,2.134,0.922,4.0
0.785,0.749,2.128,4.285,4.0
0.784,0.746,2.137,0.916,4.0
0.787,0.744,2.809,5.000,4.0
1.815,0.746,2.217,0.926,2.0
0.810,0.381,2.212,0.908,4.0
0.789,0.376,2.208,0.904,4.0
0.785,0.374,2.212,0.920,4.0
0.785,0.374,2.213,0.897,4.0
0.785,0.373,2.217,0.896,4.0
0.785,0.373,2.149,0.895,4.0
0.785,0.372,2.137,0.894,4.0
0.785,0.372,2.222,0.893,4.0
0.785,0.371,2.212,0.889,4.0
0.788,0.370,2.180,0.885,4.0
0.788,0.370,2.139,0.888,4.0
0.788,0.372,2.139,0.884,4.0
0.791,0.751,2.146,0.884,4.0
0.798,0.743,2.149,0.886,4.0
0.811,0.836,2.639,0.886,4.0
1.824,0.835,2.150,0.874,2.0
1.821,0.371,2.158,0.836,3.0
1.817,0.363,2.239,0.832,3.0
1.816,0.357,2.240,0.831,3.0
1.814,0.357,2.244,0.833,3.0
1.813,0.357,2.644,0.834,3.0
1.813,0.357,2.641,0.834,3.0
1.810,0.357,2.164,0.834,3.0
1.810,0.356,2.236,0.834,3.0
1.810,0.356,2.173,0.834,3.0
0.963,0.356,2.239,0.835,3.0
1.810,0.356,2.239,0.837,3.0
0.957,0.357,2.648,0.841,3.0
1.799,0.357,2.246,0.847,3.0
0.937,0.358,2.234,0.852,3.0
0.930,0.362,2.159,0.860,3.0
0.919,0.747,2.241,0.868,2.0
0.912,0.746,2.663,0.893,2.0
0.905,0.742,2.160,0.882,2.0
0.900,0.738,2.157,0.950,4.0
0.898,0.734,2.153,0.899,4.0
1.727,0.383,2.149,0.901,3.0
2.715,0.374,2.144,0.906,3.0
2.094,0.374,2.144,0.914,3.0
2.693,0.378,2.182,0.922,3.0
2.681,0.386,2.163,0.930,3.0
2.670,0.700,2.707,0.937,2.0
2.660,0.697,2.094,0.945,2.0
2.651,0.693,2.094,0.952,2.0
2.644,0.690,2.084,0.955,2.0
2.634,0.687,2.085,0.962,2.0
2.622,0.683,2.077,0.970,2.0
2.618,0.680,2.098,0.980,2.0
2.595,0.676,2.090,0.917,2.0
1.567,0.672,2.084,0.928,2.0
1.557,0.668,2.043,0.940,2.0
1.537,0.664,2.072,0.955,2.0
2.528,0.660,2.066,0.972,2.0
1.499,0.655,2.059,0.991,2.0
1.478,0.651,2.059,1.008,2.0
1.459,0.647,1.945,1.026,2.0
1.441,0.538,1.973,1.044,2.0
1.422,0.640,2.027,1.062,2.0
1.407,0.636,2.035,1.084,2.0
1.388,0.632,2.025,1.103,2.0
1.369,0.628,2.785,0.590,2.0
1.350,0.624,2.795,0.601,2.0
1.331,0.620,2.055,0.614,2.0
1.309,0.616,2.052,0.630,2.0
1.294,0.612,2.058,0.642,2.0
1.275,0.608,2.027,0.657,2.0
2.249,0.604,2.195,0.676,2.0
2.230,0.599,2.143,0.691,2.0
2.210,0.595,2.166,0.706,2.0
2.191,0.589,2.828,0.718,2.0
2.171,0.585,2.145,0.737,2.0
2.151,0.583,2.141,0.752,2.0
2.131,0.580,2.147,0.768,2.0
2.111,0.576,2.835,0.783,2.0
2.092,0.572,2.152,0.798,2.0
2.072,0.568,2.148,0.812,2.0
2.053,0.564,2.180,0.828,2.0
2.034,0.561,2.148,0.843,2.0
2.014,0.557,2.154,0.858,2.0
1.994,0.553,1.918,0.874,2.0
1.975,0.549,2.167,0.889,2.0
1.955,0.545,2.165,0.904,2.0
1.935,0.541,2.175,0.919,2.0
1.916,0.537,1.909,0.934,2.0
1.897,0.533,1.874,0.949,2.0
1.878,0.530,1.865,0.964,2.0
1.859,0.526,1.857,0.979,2.0
1.840,0.522,1.856,0.994,2.0
1.822,0.518,1.855,1.008,2.0
0.584,0.515,1.854,1.023,4.0
0.577,0.511,1.856,1.038,4.0
0.577,0.507,1.855,1.053,4.0
0.573,0.504,1.852,1.067,4.0
0.790,0.500,1.851,1.080,4.0
0.777,0.497,1.854,1.093,4.0
0.765,0.494,1.854,1.104,4.0
0.760,0.491,1.852,1.109,4.0
0.761,0.490,1.754,1.145,4.0
0.769,0.490,1.754,1.117,4.0
0.770,0.489,1.758,1.768,4.0
0.773,0.490,1.758,1.130,4.0
0.773,0.489,1.758,1.134,4.0
0.770,0.489,1.760,1.141,4.0
0.773,0.488,1.761,1.103,4.0
1.501,0.487,1.763,1.095,3.0
1.495,0.487,1.764,1.094,3.0
1.494,0.486,1.766,1.093,3.0
1.491,0.485,1.771,1.093,3.0
1.496,0.485,1.873,1.090,3.0
1.702,0.485,1.772,1.094,3.0
1.492,0.485,1.768,1.095,3.0
1.491,0.485,1.767,1.095,3.0
1.492,0.485,1.872,1.097,3.0
1.694,0.484,1.765,1.100,3.0
1.689,0.483,1.866,1.104,3.0
1.682,0.483,1.865,1.106,3.0
1.675,0.482,1.999,1.111,3.0
1.666,0.481,1.993,1.118,3.0
1.656,0.480,1.984,1.126,3.0
0.583,0.479,1.981,1.135,4.0
1.635,0.478,1.718,1.144,3.0
1.624,0.478,1.711,1.153,3.0
1.613,0.478,1.701,1.163,3.0
1.603,0.477,1.695,1.172,3.0
1.593,0.477,1.959,1.181,3.0
1.584,0.478,1.865,1.189,3.0
1.575,0.477,1.854,1.196,3.0
1.567,0.478,1.852,1.204,3.0
1.559,0.478,1.850,1.212,3.0
1.550,0.478,1.842,1.220,3.0
1.541,0.479,1.843,1.228,3.0
1.531,0.480,1.841,1.237,3.0
1.521,0.480,1.836,1.250,3.0
1.511,0.481,1.834,1.259,3.0
1.316,0.482,1.829,1.270,3.0
1.304,0.483,1.827,1.279,3.0
1.296,0.484,1.825,1.288,3.0
1.291,0.485,1.819,1.298,3.0
1.283,0.486,1.817,1.309,3.0
1.278,0.487,1.815,1.318,3.0
1.273,0.488,1.812,1.327,3.0
1.432,0.490,1.810,1.337,3.0
1.422,0.491,1.808,1.347,3.0
1.412,0.493,1.805,1.356,3.0
1.402,0.494,1.800,0.589,3.0
1.392,0.496,1.798,1.374,2.0
1.382,0.498,1.795,1.383,2.0
1.372,0.499,1.793,1.393,2.0
1.361,0.501,1.790,1.403,2.0
1.349,0.503,1.787,0.884,2.0
1.336,0.506,1.783,0.895,2.0
1.322,0.509,1.779,0.904,2.0
1.308,0.513,1.774,0.918,2.0
1.292,0.516,1.769,0.932,2.0
1.275,0.521,1.764,0.948,2.0
1.259,0.526,1.758,0.964,2.0
1.241,0.531,1.753,0.981,2.0
1.223,0.536,1.747,0.998,2.0
1.205,0.541,1.740,1.015,2.0
1.186,0.547,1.733,1.034,2.0
1.168,0.553,1.726,1.052,2.0
1.150,0.559,1.719,1.074,2.0
1.131,0.565,1.712,1.095,2.0
1.113,0.571,1.705,0.644,2.0
1.094,0.578,1.698,0.650,2.0
1.075,0.584,1.690,1.697,2.0
1.056,0.591,1.679,0.661,2.0
1.037,0.597,1.646,1.737,2.0
1.018,0.604,1.631,1.757,2.0
0.998,0.608,1.622,1.777,2.0
0.979,0.615,1.609,1.801,2.0
0.959,0.623,1.601,0.710,2.0
0.940,0.631,1.592,1.839,2.0
0.923,0.638,1.584,1.862,2.0
0.904,0.645,1.572,1.337,2.0
0.882,0.652,1.564,1.353,4.0
0.864,0.658,1.556,0.723,4.0
0.846,0.665,1.549,0.729,4.0
0.827,0.671,1.542,0.736,4.0
0.809,0.678,1.534,0.743,4.0
0.792,0.684,1.528,0.749,4.0
0.776,0.689,1.522,0.753,4.0
0.767,0.690,1.520,0.755,4.0
0.767,0.687,1.523,0.751,4.0
0.769,0.686,1.525,0.745,4.0
0.770,0.685,1.525,0.744,4.0
0.770,0.685,1.525,0.744,4.0
0.769,0.685,1.529,0.743,4.0
0.769,0.684,1.529,0.745,4.0
0.769,0.684,1.530,0.780,4.0
0.769,0.683,1.531,0.748,4.0
0.768,0.683,1.533,1.452,4.0
0.768,0.682,1.534,0.776,4.0
0.768,0.681,1.536,0.773,4.0
0.769,0.680,1.537,0.762,4.0
0.765,0.682,1.539,0.721,4.0
0.763,0.684,1.540,0.714,4.0
0.762,0.683,1.538,0.711,4.0
0.761,0.681,1.540,0.704,4.0
0.760,0.677,1.542,0.701,4.0
0.759,0.676,1.547,0.700,4.0
0.758,0.679,1.549,0.694,4.0
0.757,0.679,1.551,0.701,4.0
0.756,0.682,1.556,0.685,4.0
0.755,0.689,1.560,0.678,4.0
0.762,0.720,1.566,0.674,4.0
0.769,0.783,1.564,0.668,4.0
0.772,0.685,1.564,0.665,4.0
0.758,0.779,1.566,0.662,4.0
0.758,0.779,1.572,0.660,4.0
0.758,0.776,1.579,0.658,4.0
0.761,0.851,5.000,0.663,4.0
0.764,0.713,3.251,0.650,4.0
0.768,0.753,3.250,0.648,4.0
1.566,0.749,1.618,0.645,2.0
1.567,0.745,1.622,0.643,2.0
1.568,0.711,1.623,0.641,2.0
1.570,0.741,1.626,0.640,2.0
1.572,0.740,1.626,0.642,2.0
1.567,0.742,1.621,0.646,2.0
1.560,0.724,1.613,0.652,2.0
1.551,0.734,1.601,0.662,2.0
1.540,0.726,1.592,0.673,2.0
1.527,0.720,1.580,0.685,2.0
1.513,0.714,1.566,0.699,2.0
1.497,0.707,1.554,0.715,2.0
1.481,0.700,3.298,0.731,2.0
1.464,0.693,3.315,0.748,2.0
1.447,0.686,3.326,0.765,2.0
1.429,0.678,1.493,0.783,2.0
1.411,0.671,1.473,0.801,2.0
1.392,0.664,3.363,0.819,2.0
1.374,0.656,4.051,0.838,2.0
1.355,0.648,3.070,0.857,2.0
1.335,0.644,3.067,0.876,2.0
1.316,0.638,3.084,0.895,2.0
1.297,0.630,3.078,0.914,2.0
1.278,0.624,3.079,0.933,2.0
1.262,0.617,3.080,0.952,2.0
1.240,0.610,3.092,0.971,2.0
1.223,0.604,3.093,0.991,2.0
1.200,0.597,3.107,1.010,2.0
1.180,0.587,3.110,1.030,2.0
1.161,0.580,3.146,1.050,2.0
1.141,0.574,3.125,1.069,2.0
1.121,0.566,3.142,1.089,2.0
1.102,0.562,5.000,1.108,2.0
1.083,0.556,3.158,1.127,2.0
1.065,0.549,1.131,1.145,2.0
1.046,0.543,3.170,1.163,2.0
1.028,0.537,3.167,1.181,2.0
1.010,0.530,3.180,1.199,2.0
0.992,0.524,3.173,1.217,2.0
0.974,0.517,1.041,1.235,2.0
0.956,0.512,1.022,1.253,2.0
0.938,0.505,1.004,1.271,2.0
0.690,0.498,0.983,1.289,4.0
0.671,0.489,0.964,1.307,4.0
0.619,0.483,0.950,1.325,4.0
0.607,0.477,0.929,1.343,4.0
0.593,0.473,0.909,1.360,4.0
0.580,0.465,0.896,1.375,4.0
0.568,0.462,0.890,1.387,4.0
0.821,0.462,3.257,1.388,4.0
0.824,0.458,3.251,1.385,4.0
0.826,0.455,3.252,1.384,4.0
0.825,0.454,3.252,1.384,4.0
0.825,0.454,3.252,1.384,4.0
0.825,0.453,2.649,1.384,4.0
0.822,0.452,3.248,1.384,4.0
0.507,0.452,3.254,1.384,4.0
0.507,0.451,3.251,1.384,4.0
0.507,0.451,3.251,1.384,4.0
0.508,0.450,3.248,1.383,4.0
0.508,0.450,2.640,1.386,4.0
0.508,0.449,3.246,1.385,4.0
0.508,0.448,3.246,1.385,4.0
0.508,0.448,2.638,1.385,4.0
0.512,0.447,2.642,1.384,4.0
0.823,0.447,2.641,1.381,4.0
0.823,0.446,2.641,1.380,4.0
0.823,0.445,3.248,1.380,4.0
0.823,0.443,3.256,1.380,4.0
0.823,0.438,3.249,1.379,4.0
0.824,0.440,2.670,1.380,4.0
0.824,0.438,0.895,1.380,4.0
0.829,0.436,2.639,1.383,4.0
0.830,0.435,2.637,1.383,4.0
0.829,0.433,2.638,1.383,4.0
0.826,0.431,2.639,1.383,4.0
0.826,0.428,2.640,1.394,4.0
0.825,0.426,2.642,1.410,4.0
0.825,0.423,2.644,1.387,4.0
0.825,0.421,2.646,1.388,4.0
0.828,0.419,2.648,1.389,4.0
0.828,0.417,1.479,1.390,4.0
0.829,0.416,2.654,1.395,4.0
0.831,0.414,2.655,0.769,4.0
0.826,0.411,2.656,0.768,4.0
0.825,0.408,1.449,0.766,4.0
0.824,0.405,1.440,0.766,4.0
0.820,0.403,1.441,0.470,4.0
0.820,0.400,2.663,0.461,4.0
0.822,0.399,2.669,0.452,4.0
0.821,0.397,1.484,0.444,4.0
0.824,0.396,1.473,0.449,4.0
0.824,0.395,1.604,0.438,4.0
0.819,0.407,1.460,0.467,4.0
0.813,0.399,1.426,0.432,4.0
0.811,0.395,1.422,0.425,4.0
0.810,0.393,1.425,0.421,4.0
0.805,0.393,1.421,0.438,4.0
0.808,0.396,1.446,0.428,4.0
0.806,0.423,1.440,0.425,4.0
0.809,0.431,1.430,0.408,4.0
0.811,0.435,1.423,0.394,4.0
0.904,0.403,1.417,0.388,3.0
0.804,0.404,1.417,0.386,4.0
0.803,0.405,1.417,0.384,4.0
0.802,0.427,1.418,0.382,4.0
0.802,0.431,1.420,0.381,4.0
0.805,0.478,1.419,0.381,4.0
0.802,0.477,1.422,0.380,4.0
0.805,0.477,1.422,0.380,4.0
0.805,0.479,1.437,0.379,4.0
0.805,0.479,1.431,0.378,4.0
0.808,0.478,1.428,0.380,4.0
0.822,0.490,1.424,0.377,4.0
0.825,0.937,1.425,0.372,4.0
3.338,0.423,1.420,0.371,3.0
3.335,0.424,1.418,0.369,3.0
3.335,0.425,1.421,0.367,3.0
3.335,0.422,1.421,0.368,3.0
3.335,0.425,1.421,0.368,3.0
3.335,0.422,1.421,0.368,3.0
3.335,0.425,1.421,0.367,3.0
3.335,0.425,1.421,0.367,3.0
3.335,0.425,1.421,0.368,3.0
3.334,0.427,1.422,0.368,3.0
2.935,0.426,1.424,0.370,3.0
2.923,0.431,1.426,0.375,3.0
3.322,0.436,1.429,0.380,3.0
3.316,0.443,1.432,0.386,3.0
3.309,0.454,1.436,0.393,3.0
3.301,0.463,1.441,0.401,3.0
3.290,0.479,1.445,0.409,3.0
3.281,0.761,1.450,0.418,2.0
3.273,0.756,1.455,0.426,2.0
3.267,0.751,1.460,0.435,2.0
3.258,0.747,1.465,0.445,2.0
3.250,0.746,1.469,0.455,2.0
3.237,0.741,1.475,0.467,2.0
3.220,0.735,1.481,0.481,2.0
3.205,0.729,1.487,0.496,2.0
3.189,0.723,1.494,0.512,2.0
3.172,0.716,1.501,0.529,2.0
3.160,0.713,1.508,0.547,2.0
3.138,0.706,1.516,0.566,2.0
3.082,0.710,1.537,0.622,2.0
0.940,0.694,1.544,0.642,2.0
0.940,0.694,1.551,0.661,2.0
